Entry	Araport
O80916	
O80922	
O80923	
O80924	
O80935	AT2G37670;
O80941	AT2G37730;
O80943	
O80951	AT2G39300;
O80953	
O80957	
O80962	
O80964	
O80965	AT2G39160;
O80969	AT2G14830;
O80971	AT2G14810;
O80972	AT2G14800;
O80973	
O80974	
O80975	
O80978	
O80980	AT2G14710;
O80985	AT2G26120;
O80986	AT2G26110;
O80991	AT2G26050;
O80997	
O81005	
O81011	AT2G22940;
O81013	AT2G26940;
O81015	
O81019	AT2G26880;
O81026	
O81029	
O81034	
O81042	
O81043	
O81044	AT2G03310;
O81051	AT2G03230;
O81054	AT2G03200;
O81056	AT2G03180;
O81060	
O81061	
O81063	
O81064	AT2G28940;
O81068	
O81070	
O81071	
O81075	
O81121	
O81190	
O81284	
O81285	
O81286	
O81293	
O81296	AT4G02370;
O81297	AT4G02360;
O81299	
O81302	
O81307	AT4G00060;
O81308	
O81309	
O81310	
O81315	AT4G00140;
O81325	
O81329	AT4G01410;
O81347	
O81414	AT4G02310;
O81418	
O81419	
O81420	
O81424	
O81425	
O81426	
O81427	
O81428	
O81429	
O81430	AT4G04110;
O81431	
O81434	
O81435	
O81436	
O81440	
O81441	
O81442	
O81443	
O81448	
O81449	
O81450	AT4G04265;
O81452	
O81453	
O81454	
O81458	
O81459	
O81460	
O81461	
O81462	
O81466	AT4G08550;
O81467	AT4G08545;
O81469	AT4G08510;
O81471	
O81474	
O81487	AT5G26200;
O81493	AT5G26260;
O81494	
O81495	
O81496	
O81497	
O81499	
O81500	
O81502	
O81506	
O81507	
O81508	
O81509	
O81510	
O81511	
O81512	
O81515	AT4G03940;
O81517	
O81518	
O81615	AT4G11020;
O81616	AT4G11000;
O81617	
O81618	
O81621	
O81623	
O81624	
O81625	AT4G10880;
O81626	
O81627	AT4G10860;
O81630	
O81631	
O81632	AT4G10800;
O81728	
O81731	
O81732	
O81733	
O81734	
O81735	
O81738	
O81740	AT4G23440;
O81743	
O81744	
O81745	AT4G23493;
O81746	
O81747	
O81749	
O81750	
O81751	AT4G33830;
O81752	
O81753	
O81754	
O81757	
O81761	
O81762	
O81764	
O81774	
O81783	
O81784	AT4G35510;
O81786	
O81789	
O81797	
O81798	
O81799	AT4G35685;
O81800	
O81802	
O81803	
O81804	AT4G35730;
O81806	
O81823	
O81824	
O81827	AT4G27240;
O81828	
O81838	
O81839	AT4G27360;
O81841	
O81842	
O81843	AT4G27400;
O81853	
O81854	
O81855	
O81856	
O81857	
O81858	
O81859	
O81860	
O81861	
O81863	
O81869	
O81871	
O81872	
O81873	AT4G33560;
O81874	
O81876	
O81877	
O81878	
O81883	
O81886	
O81888	
O81889	
O81890	AT4G33740;
O81891	AT4G33740;
O81894	
O81903	
O81909	
O81915	
O82097	
O82164	AT2G35290;
O82167	AT2G35260;
O82168	AT2G35250;
O82172	
O82174	
O82177	
O82182	
O82183	
O82184	AT2G35070;
O82185	
O82192	
O82195	AT2G19850;
O82196	
O82202	
O82206	AT2G19710;
O82207	
O82209	
O82214	AT2G23840;
O82215	
O82216	
O82217	
O82218	AT2G23900;
O82219	AT2G23910;
O82231	
O82232	AT2G24040;
O82236	AT2G24080;
O82240	
O82241	
O82249	AT2G47820;
O82262	
O82263	AT2G47960;
O82269	
O82271	
O82272	
O82276	
O82278	
O82282	
O82283	AT2G35580;
O82284	
O82285	
O82287	
O82292	AT2G35480;
O82293	
O82294	
O82295	AT2G35450;
O82296	AT2G35450;
O82300	
O82301	AT2G35360;
O82304	
O82305	
O82306	
O82310	
O82314	AT2G25830;
O82317	
O82319	
O82320	
O82321	
O82322	AT2G25760;
O82324	AT2G14860;
O82325	AT2G14870;
O82326	
O82329	AT2G14910;
O82331	
O82334	
O82340	
O82344	
O82346	
O82347	
O82350	AT2G46190;
O82354	
O82358	
O82360	
O82362	
O82368	AT2G29880;
O82369	AT2G29870;
O82370	AT2G29860;
O82371	
O82372	
O82373	AT2G29830;
O82374	AT2G29820;
O82375	AT2G29810;
O82376	AT2G29800;
O82379	AT2G29770;
O82384	AT2G29720;
O82388	
O82389	AT2G29660;
O82393	
O82394	AT2G29610;
O82400	AT2G22790;
O82439	
O82440	
O82441	
O82487	
O82488	AT4G10740;
O82490	
O82492	AT4G10700;
O82493	
O82494	AT4G10680;
O82495	
O82501	
O82508	AT4G11100;
O82589	
O82592	
O82593	AT4G01520;
O82594	
O82596	
O82601	
O82602	
O82607	
O82608	
O82609	
O82610	
O82611	
O82612	
O82615	
O82618	AT4G10230;
O82619	
O82620	
O82621	
O82622	AT4G10190;
O82623	AT4G10130;
O82633	
O82635	
O82636	
O82639	
O82640	
O82652	
O82654	
O82655	
O82736	
O82737	
O82739	
O82742	
O82744	
O82746	AT4G22980;
O82748	AT4G23000;
O82751	
O82757	
O82758	
O82760	
O82761	
O82762	AT2G25970;
O82785	AT2G14850;
O82801	
O82808	
O82812	
O82813	AT2G22820;
P0C042	AT4G15970;
P0C0B0	AT1G24000;
P0C0B1	AT1G24010;
P0C2D0	AT1G30930;
P0C2F5	AT1G65760;
P0C2F7	AT1G19470;
P0C2F8	AT1G64540;
P0C2F9	AT4G39756;
P0C2G1	AT3G58980;
P0C2G2	AT1G30920;
P0C2G3	AT1G30925;
P0C2G5	AT1G47800;
P0C2G6	AT4G00320;
P0C5K3	AT5G07645;
P0C8L4	AT4G26485;
P0C8P5	AT1G19565;
P0C8Q4	AT4G19900;
P0C8Q9	AT5G19025;
P0C945	AT1G21580;
P0CB19	AT3G50808;
P0CB21	AT4G26450;
P0CB23	AT4G38062;
P0CB24	AT4G38065;
P0CB27	AT1G10895;
P0CG94	AT4G22165;
P0DI00	AT5G36730;
P0DI01	AT5G36820;
P0DI02	AT1G24800;
P0DI03	AT1G24881;
P0DI04	AT1G25055;
P0DI05	AT1G25150;
P0DI06	AT1G25211;
P0DI19	AT2G30000;
P0DKG4	AT2G42465;
P0DKG5	AT2G42470;
P0DKG6	AT2G42475;
P0DKG7	AT2G42480;
P42735	AT4G19070;
P58728	AT4G14342;
P80826	
P80827	
P80828	
P80830	
P80831	
P80832	
P80833	
P80834	
P80835	
P80836	
P80838	
P80839	
P80840	
P80841	
P80842	
P80843	
P80844	
P80845	
P80847	
P80848	
P80849	
P80850	
P80851	
P80852	
P80853	
P92510	ATMG00680;
P92512	ATMG00710;
P92513	ATMG00720;
P92515	AT2G07686;ATMG00740;
P92516	AT2G07686;ATMG00750;
P92517	AT2G07685;ATMG00760;
P92518	AT2G07685;ATMG00770;
P92519	AT2G07683;ATMG00810;
P92520	AT2G07683;ATMG00820;
P92521	ATMG00840;
P92522	ATMG00850;
P92523	ATMG00860;
P92525	ATMG00870;
P92526	ATMG00890;
P92528	ATMG00910;
P92529	ATMG00920;
P92531	ATMG00970;
P92534	ATMG01000;
P92535	ATMG01010;
P92537	AT2G07673;ATMG01030;
P92538	ATMG01040;
P92539	AT2G07672;ATMG01050;
P92540	ATMG01060;
P92542	ATMG01100;
P92543	ATMG01110;
P92544	ATMG01130;
P92548	ATMG01180;
P92551	ATMG01210;
P92552	ATMG01220;
P92553	AT2G07697;ATMG01230;
P92554	ATMG01240;
P92555	AT2G07697;ATMG01250;
P92556	ATMG01260;
P92560	AT2G07693;ATMG01290;
P92561	AT2G07692;ATMG01300;
P92562	AT2G07691;ATMG01310;
P92563	ATMG01330;
P92564	ATMG01350;
P92565	ATMG01370;
P92566	ATMG01400;
P92567	ATMG01410;
P92936	
P92952	
P92971	
P92986	
P92988	
P93019	
P93027	
P93034	
P93035	
P93036	
P93037	
P93044	
P93048	
P93049	
P93275	ATMG00010;
P93276	ATMG00030;
P93277	ATMG00050;
P93281	ATMG00120;
P93282	ATMG00130;
P93284	ATMG00150;
P93287	AT2G07724;ATMG00200;
P93290	AT2G07729;ATMG00240;
P93291	ATMG00260;
P93293	AT2G07736;ATMG00300;
P93294	AT2G07737;ATMG00320;
P93295	AT2G07737;ATMG00310;
P93297	ATMG00400;
P93299	AT2G07701;ATMG00430;ATMG01150;
P93300	AT2G07702;ATMG00440;ATMG01140;
P93301	ATMG00450;
P93302	ATMG00470;
P93304	ATMG00490;
P93305	AT2G07708;ATMG00500;
P93307	
P93308	AT2G07776;ATMG00530;
P93309	AT2G07713;ATMG00540;
P93310	ATMG00550;
P93315	ATMG00600;
P93316	AT2G07719;ATMG00610;
P93317	ATMG00630;
P93318	ATMG00660;
P93319	ATMG00670;
P93515	
P93516	
P93652	
P93721	
P93741	
P93742	
P93743	
P93747	
P93750	
P93753	AT2G41920;
P93754	AT2G41910;
P93810	
P93811	AT1G04490;
P93812	AT1G04470;
P93813	
P93815	AT1G04445;
P93818	
P93828	
P93833	
P94024	AT2G07722;ATMG00170;ATMG00620;
P94032	AT5G51400;
P94094	AT5G51390;
Q02900	
Q02901	
Q02902	
Q02903	
Q02904	
Q05480	
Q058G7	AT3G30430;
Q058G8	AT1G45165;
Q058H0	AT4G07515;
Q058H9	
Q058I4	
Q058I9	
Q058J1	AT4G39955;
Q058K5	
Q058K9	
Q058M6	
Q058M7	
Q058N8	
Q058P5	
Q058P7	
Q058Q0	
Q058Q9	
Q06FZ2	
Q06FZ3	
Q06FZ5	
Q07305	
Q08123	
Q08A56	
Q08A59	
Q08A69	
Q08AA3	
Q08AA5	
Q08AA6	
Q08AA8	
Q0GUM1	
Q0IGH7	
Q0IGJ6	AT1G63230;
Q0IGL1	
Q0IGL7	AT1G51620;
Q0IGM1	AT1G12845;
Q0IGM2	
Q0IGM5	
Q0IGM8	
Q0KKQ1	AT2G25320;
Q0MVE4	
Q0MVF0	
Q0TV73	
Q0V7P8	AT5G27750;
Q0V7R6	
Q0V7R8	AT1G80245;
Q0V7S1	AT2G28130;
Q0V7S6	AT4G03030;
Q0V7U5	AT1G36070;
Q0V7V0	
Q0V7Y3	
Q0V802	AT5G65400;
Q0V805	
Q0V807	
Q0V809	
Q0V811	
Q0V814	
Q0V817	AT4G12005;
Q0V819	
Q0V845	AT2G16405;
Q0V856	
Q0V866	
Q0WKV1	
Q0WKV4	
Q0WKV5	
Q0WKV6	
Q0WKV9	
Q0WKW1	AT3G08020;
Q0WKW3	
Q0WKW4	AT3G11760;
Q0WKW7	
Q0WKX3	
Q0WKY0	
Q0WKY3	AT1G78810;
Q0WKY4	
Q0WKY5	
Q0WKY6	
Q0WKY8	
Q0WKY9	AT2G37480;
Q0WKZ0	
Q0WKZ1	
Q0WKZ3	AT1G64580;
Q0WKZ9	
Q0WL03	
Q0WL04	
Q0WL05	
Q0WL08	
Q0WL16	
Q0WL22	
Q0WL24	
Q0WL28	AT1G27752;
Q0WL29	
Q0WL31	
Q0WL33	AT1G65845;
Q0WL37	
Q0WL38	AT2G17550;
Q0WL40	AT5G16110;
Q0WL47	AT1G79940;
Q0WL48	
Q0WL53	
Q0WL60	
Q0WL62	
Q0WL64	
Q0WL65	
Q0WL68	
Q0WL73	AT5G49360;
Q0WL75	
Q0WL76	
Q0WL95	
Q0WL98	
Q0WL99	
Q0WLA2	
Q0WLA3	
Q0WLA8	
Q0WLB2	
Q0WLB4	AT2G44710;
Q0WLB6	
Q0WLB9	
Q0WLC2	
Q0WLC9	
Q0WLD0	
Q0WLD2	
Q0WLD5	
Q0WLD8	
Q0WLD9	
Q0WLE7	AT1G43170;
Q0WLF0	AT1G48740;
Q0WLF7	
Q0WLF8	
Q0WLG0	
Q0WLG5	
Q0WLG8	
Q0WLH1	
Q0WLH4	
Q0WLH7	
Q0WLH8	
Q0WLI0	
Q0WLI1	
Q0WLI2	
Q0WLI3	
Q0WLI4	
Q0WLI5	
Q0WLI6	
Q0WLI7	
Q0WLJ0	
Q0WLJ1	
Q0WLJ2	
Q0WLJ5	
Q0WLJ6	
Q0WLJ7	
Q0WLJ8	
Q0WLK2	
Q0WLK5	
Q0WLK6	
Q0WLK9	
Q0WLL2	
Q0WLL3	
Q0WLL4	
Q0WLL6	AT1G08450;
Q0WLL7	
Q0WLL8	
Q0WLL9	
Q0WLM0	
Q0WLM2	
Q0WLM4	
Q0WLN0	
Q0WLN1	
Q0WLN2	
Q0WLN5	
Q0WLP0	
Q0WLP1	
Q0WLP3	
Q0WLP8	
Q0WLQ2	
Q0WLQ9	
Q0WLR0	
Q0WLR4	
Q0WLR5	
Q0WLR6	
Q0WLR7	
Q0WLR9	
Q0WLS0	
Q0WLS4	
Q0WLS8	
Q0WLS9	
Q0WLT0	
Q0WLT2	
Q0WLT3	
Q0WLT4	
Q0WLT5	
Q0WLT7	
Q0WLT8	
Q0WLU5	
Q0WLU6	
Q0WLU8	
Q0WLU9	
Q0WLV0	
Q0WLV1	
Q0WLV4	
Q0WLV6	
Q0WLV8	
Q0WLW0	
Q0WLW1	
Q0WLW2	
Q0WLW3	
Q0WLW5	
Q0WLW6	
Q0WLW7	
Q0WLW9	
Q0WLX1	
Q0WLX2	
Q0WLX5	
Q0WLX6	
Q0WLX8	
Q0WLX9	AT2G30505;
Q0WLY0	AT1G33680;
Q0WLY1	
Q0WLY2	
Q0WLY5	
Q0WLY9	
Q0WLZ0	
Q0WLZ1	
Q0WLZ2	
Q0WLZ3	
Q0WLZ7	
Q0WLZ8	AT1G05055;
Q0WM00	
Q0WM02	
Q0WM03	
Q0WM04	
Q0WM05	
Q0WM06	
Q0WM10	
Q0WM13	AT2G44120;
Q0WM16	
Q0WM21	
Q0WM24	
Q0WM26	
Q0WM27	
Q0WM30	AT3G12200;
Q0WM31	
Q0WM32	
Q0WM34	
Q0WM35	
Q0WM36	
Q0WM39	
Q0WM43	
Q0WM44	
Q0WM45	
Q0WM46	
Q0WM47	
Q0WM48	
Q0WM52	
Q0WM54	
Q0WM55	
Q0WM58	
Q0WM60	
Q0WM63	
Q0WM66	
Q0WM68	
Q0WM72	AT2G27950;
Q0WM74	
Q0WM75	
Q0WM82	
Q0WM84	
Q0WM89	
Q0WM90	
Q0WM93	
Q0WM95	
Q0WM97	
Q0WMA3	
Q0WMA4	
Q0WMA5	AT2G35110;
Q0WMB0	
Q0WMB2	
Q0WMB4	
Q0WMB6	AT5G01950;
Q0WMB8	
Q0WMC0	
Q0WMC1	
Q0WMC2	
Q0WMC3	
Q0WMC4	
Q0WMC5	
Q0WMC7	
Q0WMC9	
Q0WMD0	AT4G29440;
Q0WMD3	
Q0WMD5	
Q0WMD6	
Q0WMD7	
Q0WMD8	
Q0WME1	
Q0WME3	
Q0WME4	
Q0WME6	
Q0WMF0	
Q0WMF1	
Q0WMF2	
Q0WMF3	
Q0WMF6	
Q0WMF7	
Q0WMF9	
Q0WMG0	
Q0WMG1	
Q0WMG4	
Q0WMG5	
Q0WMG6	
Q0WMG7	
Q0WMG9	
Q0WMH3	
Q0WMH4	
Q0WMH6	
Q0WMI0	ATMG00285;
Q0WMI1	
Q0WMI2	
Q0WMI4	
Q0WMI7	AT5G49215;
Q0WMJ4	AT2G45500;
Q0WMJ5	
Q0WMJ7	
Q0WMK0	
Q0WMK3	
Q0WMK4	
Q0WMK6	
Q0WMK7	
Q0WML1	AT3G08947;
Q0WML2	
Q0WML5	
Q0WML9	
Q0WMM1	
Q0WMM3	
Q0WMM6	
Q0WMM9	
Q0WMN3	
Q0WMN5	AT3G49140;
Q0WMN7	
Q0WMN9	
Q0WMP0	
Q0WMP2	
Q0WMP5	
Q0WMP7	
Q0WMP8	
Q0WMQ0	
Q0WMQ2	
Q0WMQ4	
Q0WMQ6	
Q0WMQ8	
Q0WMQ9	
Q0WMR1	
Q0WMR4	
Q0WMR9	
Q0WMS2	
Q0WMS6	
Q0WMS7	
Q0WMT4	
Q0WMT5	
Q0WMU2	
Q0WMV1	
Q0WMV5	AT2G34350;
Q0WMV8	AT1G07170;
Q0WMW4	
Q0WMW8	
Q0WMX2	
Q0WMY2	
Q0WMY3	
Q0WMZ2	
Q0WMZ3	
Q0WMZ7	
Q0WMZ8	
Q0WN02	
Q0WN03	
Q0WN08	
Q0WN09	
Q0WN12	
Q0WN13	
Q0WN15	
Q0WN16	
Q0WN18	
Q0WN19	
Q0WN21	
Q0WN24	
Q0WN33	
Q0WN35	
Q0WN43	
Q0WN44	
Q0WN45	
Q0WN48	
Q0WN50	
Q0WN57	
Q0WN61	
Q0WN65	AT1G33102;
Q0WN74	
Q0WN77	AT4G19950;
Q0WN79	
Q0WN81	
Q0WN87	
Q0WN89	
Q0WN91	
Q0WN94	
Q0WN95	
Q0WNA0	
Q0WNA1	
Q0WNA4	
Q0WNA8	
Q0WNB0	
Q0WNB3	
Q0WNB4	AT1G10890;
Q0WNB6	
Q0WNB8	
Q0WNB9	
Q0WNC2	AT1G08530;
Q0WNC3	
Q0WND0	
Q0WND7	
Q0WNE6	AT5G50680;
Q0WNE9	
Q0WNF1	
Q0WNF7	AT1G59124;
Q0WNF8	
Q0WNG3	
Q0WNG8	
Q0WNG9	AT3G23750;
Q0WNH1	AT2G02480;
Q0WNH3	
Q0WNH4	AT1G71240;
Q0WNH8	
Q0WNI0	
Q0WNI6	
Q0WNJ8	AT5G48830;
Q0WNK0	
Q0WNK4	
Q0WNK9	
Q0WNL0	
Q0WNL2	AT2G46450;
Q0WNL8	
Q0WNM1	
Q0WNM4	
Q0WNM6	
Q0WNM7	AT5G47380;
Q0WNN2	
Q0WNN3	
Q0WNN6	
Q0WNN8	
Q0WNP2	
Q0WNP5	
Q0WNP6	
Q0WNQ8	AT5G67570;
Q0WNS0	
Q0WNS5	
Q0WNS8	AT4G03070;
Q0WNT6	AT2G17975;
Q0WNU3	
Q0WNW2	
Q0WNW8	
Q0WNX1	AT3G50050;
Q0WNX2	
Q0WNX3	
Q0WNX5	
Q0WNX6	
Q0WNX8	
Q0WNY9	
Q0WNZ8	
Q0WP05	
Q0WP06	
Q0WP24	
Q0WP27	
Q0WP31	AT1G07705;
Q0WP33	
Q0WP38	
Q0WP41	
Q0WP45	AT5G20580;
Q0WP48	
Q0WP49	
Q0WP52	
Q0WP58	
Q0WP62	
Q0WP65	
Q0WP66	AT2G34315;
Q0WP67	
Q0WP73	
Q0WP77	
Q0WP86	
Q0WP91	
Q0WP94	AT1G69280;
Q0WP98	
Q0WPA1	
Q0WPA7	
Q0WPA9	
Q0WPB4	
Q0WPB8	
Q0WPC0	
Q0WPC2	
Q0WPC4	
Q0WPD4	
Q0WPD6	
Q0WPD7	
Q0WPD9	
Q0WPE0	
Q0WPE4	
Q0WPE5	
Q0WPE8	
Q0WPF8	
Q0WPG1	AT5G25820;
Q0WPG2	
Q0WPG7	AT1G55915;
Q0WPG8	
Q0WPH4	AT2G21840;
Q0WPI1	
Q0WPI3	
Q0WPI5	
Q0WPI7	
Q0WPJ1	
Q0WPJ3	AT1G74530;
Q0WPJ8	
Q0WPJ9	
Q0WPK6	
Q0WPL2	
Q0WPL3	
Q0WPL9	
Q0WPM0	
Q0WPM1	
Q0WPM5	
Q0WPM8	
Q0WPN1	
Q0WPP4	
Q0WPP6	
Q0WPP7	AT1G33290;
Q0WPP8	
Q0WPQ3	
Q0WPQ4	
Q0WPR2	
Q0WPS4	
Q0WPS6	
Q0WPS7	
Q0WPT3	
Q0WPT6	
Q0WPU2	
Q0WPV3	
Q0WPV7	
Q0WPW1	
Q0WPW6	
Q0WPW8	AT2G24350;
Q0WPW9	
Q0WPX2	
Q0WPX5	
Q0WPY1	AT1G60780;
Q0WPY2	
Q0WPZ3	
Q0WPZ6	AT2G17140;
Q0WQ04	
Q0WQ05	
Q0WQ08	AT2G45190;
Q0WQ09	AT4G24026;
Q0WQ11	
Q0WQ12	AT1G79350;
Q0WQ16	
Q0WQ25	
Q0WQ39	
Q0WQ40	AT4G35560;
Q0WQ42	
Q0WQ43	
Q0WQ44	
Q0WQ51	
Q0WQ61	AT1G05790;
Q0WQ62	
Q0WQ68	
Q0WQ74	AT4G34881;
Q0WQ76	
Q0WQ86	
Q0WQ88	AT4G03115;
Q0WQ89	
Q0WQ93	AT1G72840;
Q0WQA3	
Q0WQA4	
Q0WQA5	AT5G06930;
Q0WQA6	
Q0WQA8	
Q0WQB0	
Q0WQB7	
Q0WQB8	AT5G41130;
Q0WQC2	
Q0WQD0	
Q0WQD1	
Q0WQD5	
Q0WQD8	
Q0WQE1	AT5G37130;
Q0WQE3	
Q0WQE5	
Q0WQE6	
Q0WQE8	
Q0WQF1	
Q0WQF3	
Q0WQG2	
Q0WQG4	
Q0WQH0	
Q0WQH2	
Q0WQH3	
Q0WQH5	
Q0WQH8	AT4G38120;
Q0WQI3	AT3G14050;
Q0WQI8	
Q0WQI9	
Q0WQJ1	
Q0WQJ6	
Q0WQK1	AT1G27595;
Q0WQK4	
Q0WQK8	
Q0WQL6	AT5G03430;
Q0WQL7	
Q0WQL8	AT1G18470;
Q0WQM2	
Q0WQM3	AT1G62970;
Q0WQM7	
Q0WQM8	AT1G53790;
Q0WQM9	
Q0WQN1	AT5G42210;
Q0WQN2	
Q0WQP0	
Q0WQP8	
Q0WQQ0	
Q0WQQ5	
Q0WQR4	
Q0WQR6	
Q0WQR7	
Q0WQR8	
Q0WQS1	
Q0WQS3	
Q0WQS6	
Q0WQT0	
Q0WQU1	
Q0WQU4	
Q0WQV1	
Q0WQV4	
Q0WQW3	
Q0WQW6	
Q0WQW8	
Q0WQX0	
Q0WQX6	
Q0WQY2	
Q0WQY3	
Q0WQY6	
Q0WQY8	
Q0WQZ1	
Q0WQZ2	
Q0WQZ6	
Q0WQZ9	
Q0WR05	AT2G42730;
Q0WR07	
Q0WR08	AT4G37409;
Q0WR14	
Q0WR17	AT1G10657;
Q0WR19	
Q0WR20	
Q0WR21	
Q0WR23	
Q0WR26	
Q0WR27	
Q0WR30	AT1G78260;
Q0WR34	
Q0WR36	
Q0WR38	
Q0WR39	
Q0WR46	
Q0WR48	
Q0WR52	
Q0WR55	
Q0WR58	
Q0WR63	
Q0WR64	
Q0WR72	
Q0WR78	AT2G39440;
Q0WR79	
Q0WR80	AT3G17150;
Q0WR81	
Q0WR85	
Q0WR87	AT5G20990;
Q0WR90	AT1G67148;
Q0WR93	
Q0WR94	AT2G25964;
Q0WR98	
Q0WR99	
Q0WRA2	
Q0WRA3	
Q0WRA4	
Q0WRA8	
Q0WRC3	
Q0WRC4	
Q0WRC6	
Q0WRC7	
Q0WRD4	
Q0WRD8	AT1G01180;
Q0WRE3	
Q0WRE4	
Q0WRE5	
Q0WRE7	
Q0WRE8	AT2G26590;
Q0WRF0	
Q0WRF2	
Q0WRF4	
Q0WRF8	
Q0WRG0	
Q0WRG3	
Q0WRG4	AT3G11290;
Q0WRG6	
Q0WRG8	
Q0WRH6	
Q0WRH7	
Q0WRI6	
Q0WRI9	
Q0WRJ1	
Q0WRK8	AT5G57740;
Q0WRL1	AT4G11410;
Q0WRL3	
Q0WRL4	
Q0WRM4	
Q0WRM8	
Q0WRN2	
Q0WRN3	AT3G02940;
Q0WRN4	
Q0WRN6	
Q0WRP1	
Q0WRP2	
Q0WRP5	
Q0WRQ2	AT4G16210;
Q0WRQ4	
Q0WRQ5	
Q0WRR5	AT3G05510;
Q0WRS3	
Q0WRT5	
Q0WRT6	
Q0WRU1	
Q0WRU2	
Q0WRU9	AT2G43445;
Q0WRX5	AT1G44160;
Q0WRX7	
Q0WRZ7	
Q0WS02	
Q0WS14	AT2G37585;
Q0WS23	
Q0WS40	
Q0WS46	
Q0WS59	
Q0WS62	
Q0WS63	
Q0WS67	
Q0WS68	
Q0WS73	
Q0WS78	AT3G03340;
Q0WS79	
Q0WS80	
Q0WS92	
Q0WS99	AT2G17787;
Q0WSC0	
Q0WSC3	
Q0WSC4	
Q0WSC7	
Q0WSC8	AT1G80740;
Q0WSD0	AT4G22540;
Q0WSD4	
Q0WSD8	
Q0WSE0	
Q0WSE5	
Q0WSE8	
Q0WSF6	
Q0WSG5	
Q0WSG8	
Q0WSH0	
Q0WSH1	
Q0WSH4	
Q0WSH5	
Q0WSI3	
Q0WSI5	
Q0WSI8	
Q0WSI9	AT3G06778;
Q0WSJ1	
Q0WSJ8	
Q0WSJ9	
Q0WSK6	
Q0WSK7	
Q0WSL3	
Q0WSL4	
Q0WSL5	AT5G14020;
Q0WSL6	
Q0WSM6	
Q0WSM8	
Q0WSM9	
Q0WSN8	
Q0WSP0	AT3G58710;
Q0WSP6	
Q0WSP7	
Q0WSQ2	AT1G20550;
Q0WSQ8	
Q0WSR0	
Q0WSR1	
Q0WSS0	
Q0WSS3	
Q0WSS6	
Q0WST1	
Q0WST2	
Q0WSU0	
Q0WSU1	
Q0WSU3	
Q0WSU5	
Q0WSU6	
Q0WSU9	
Q0WSW1	
Q0WSW3	
Q0WSW9	
Q0WSX0	AT2G02620;
Q0WSX7	
Q0WSY8	
Q0WSZ5	
Q0WT08	
Q0WT09	AT1G54340;
Q0WT10	
Q0WT11	
Q0WT16	
Q0WT20	
Q0WT23	
Q0WT34	
Q0WT38	
Q0WT41	
Q0WT46	
Q0WT56	
Q0WT58	
Q0WT61	
Q0WT65	
Q0WT67	
Q0WT68	
Q0WT84	
Q0WT89	
Q0WT98	
Q0WTA8	
Q0WTB3	AT5G57345;
Q0WTB9	
Q0WTC7	
Q0WTC8	
Q0WTD1	
Q0WTD7	AT3G51310;
Q0WTD8	
Q0WTE2	
Q0WTE4	
Q0WTE6	
Q0WTF1	
Q0WTF3	
Q0WTF7	
Q0WTF8	
Q0WTG7	
Q0WTH0	AT1G16020;
Q0WTI0	
Q0WTI1	
Q0WTI2	
Q0WTI7	AT2G33360;
Q0WTJ4	
Q0WTJ5	
Q0WTK6	AT2G27000;
Q0WTL0	
Q0WTL2	AT3G13226;
Q0WTL7	
Q0WTM1	
Q0WTM3	
Q0WTM6	
Q0WTN8	
Q0WTP2	AT1G65840;
Q0WTQ3	
Q0WTQ5	AT3G24050;
Q0WTQ7	
Q0WTR1	
Q0WTR7	
Q0WTS1	
Q0WTS9	
Q0WTU8	AT1G20760;
Q0WTW6	AT5G04475;
Q0WTW9	AT2G37150;
Q0WTY5	
Q0WTY9	
Q0WTZ3	
Q0WTZ4	
Q0WU04	
Q0WU07	
Q0WU11	
Q0WU16	AT2G05632;
Q0WU17	
Q0WU24	
Q0WU25	
Q0WU28	
Q0WU39	
Q0WU42	
Q0WU50	
Q0WU69	AT3G50550;
Q0WU71	
Q0WU80	AT2G04378;
Q0WU92	
Q0WU93	
Q0WU95	
Q0WU98	
Q0WUA7	
Q0WUB4	AT5G11380;
Q0WUB8	
Q0WUC2	
Q0WUC8	
Q0WUF5	
Q0WUH0	
Q0WUH5	
Q0WUI2	
Q0WUI6	
Q0WUK0	AT3G13990;
Q0WUK9	
Q0WUL0	
Q0WUL6	
Q0WUL9	
Q0WUN0	
Q0WUN1	AT4G28150;
Q0WUN8	
Q0WUP4	
Q0WUQ2	
Q0WUQ7	
Q0WUR1	AT1G71350;
Q0WUR6	
Q0WUS0	
Q0WUS2	
Q0WUT5	
Q0WUT8	
Q0WUV8	
Q0WUW2	
Q0WUW4	
Q0WUW5	AT1G63380;
Q0WUX3	
Q0WUX6	
Q0WUY3	
Q0WUY5	
Q0WUY6	
Q0WUZ1	AT4G17940;
Q0WUZ2	
Q0WUZ4	
Q0WUZ9	
Q0WV00	
Q0WV01	
Q0WV03	
Q0WV10	
Q0WV29	
Q0WV33	
Q0WV43	
Q0WV47	
Q0WV48	
Q0WV58	
Q0WV60	
Q0WV61	
Q0WV78	AT1G30240;
Q0WV86	AT3G48200;
Q0WV93	
Q0WVA0	
Q0WVA1	AT2G32640;
Q0WVB4	AT4G36690;
Q0WVC5	
Q0WVC6	AT3G56590;
Q0WVC8	
Q0WVD0	
Q0WVE0	
Q0WVE4	
Q0WVF0	
Q0WVF9	
Q0WVG0	
Q0WVG1	
Q0WVG3	
Q0WVH2	
Q0WVH3	
Q0WVH8	
Q0WVI0	
Q0WVI2	AT4G13550;
Q0WVI3	
Q0WVI5	
